iter	Logloss
129	0.6486021996
130	0.6483235869
131	0.6480255126
132	0.6476891308
133	0.6473471477
134	0.6470209941
135	0.6467640679
136	0.6465494901
137	0.646232243
138	0.6459318095
139	0.6456400667
140	0.6453727652
141	0.645085423
142	0.6447912403
143	0.6445600635
144	0.6443407927
145	0.6440048946
146	0.6436591951
147	0.6433855712
148	0.643050463
149	0.6427539221
150	0.6424667872
151	0.642172796
152	0.6418461215
153	0.6415881192
154	0.6412585765
155	0.6409587176
156	0.640622251
157	0.6403235642
158	0.6400170971
159	0.6397401165
160	0.6394293409
161	0.6391814328
162	0.6389624267
163	0.6386983517
164	0.6384436613
165	0.6381578793
166	0.6378470283
167	0.6376032446
168	0.6372868073
169	0.6369957822
170	0.6367475093
171	0.6365092397
172	0.6362711237
173	0.6360258354
174	0.6357678474
175	0.6354651635
176	0.6352389266
177	0.63492057
178	0.6346183789
179	0.6343781066
180	0.6341910643
181	0.6339142913
182	0.6336693379
183	0.6333767031
184	0.6330698532
185	0.6328063411
186	0.6325119966
187	0.6322460048
188	0.6319892609
189	0.6316990105
190	0.6314414531
191	0.6311853326
192	0.6308800172
193	0.6306134982
194	0.6303153845
195	0.6300657853
196	0.6298344479
197	0.6295695608
198	0.6293465822
199	0.6291097845
200	0.6288753845
201	0.6286015026
202	0.6282783509
203	0.6280020214
204	0.627775116
205	0.627491337
206	0.6272323435
207	0.6269960244
208	0.6267307718
209	0.6264745954
210	0.6262049776
211	0.6260007847
212	0.6257014282
213	0.6254148143
214	0.6251651559
215	0.6249816357
216	0.6247468644
217	0.6244249966
218	0.6242474076
219	0.6240192863
220	0.6237508375
221	0.6234673794
222	0.6231816609
223	0.6229499802
224	0.6226801039
225	0.6224842091
226	0.6222517586
227	0.6220235783
228	0.6217981765
229	0.6215183278
230	0.6211813437
231	0.6209667879
232	0.6206772262
233	0.6204199363
234	0.6201944957
235	0.6199246276
236	0.6196805878
237	0.6194494249
238	0.619226044
239	0.6189564161
240	0.6186423098
241	0.6183259283
242	0.6180800268
243	0.6177947555
244	0.6174805837
245	0.6172510308
246	0.6170248473
247	0.6167991187
248	0.6165576106
249	0.6163485785
250	0.6161101672
251	0.6158376047
252	0.6156451708
253	0.6153542966
254	0.6151324114
255	0.6148927821
256	0.614645117
257	0.6143170749
258	0.6141513925
259	0.6139145379
260	0.613638737
261	0.6133985792
262	0.613182511
263	0.6129405677
264	0.6127190259
265	0.6124906062
266	0.612304973
267	0.61202307
268	0.6117862098
269	0.6114723112
270	0.6112453705
271	0.6110080983
272	0.610743374
273	0.6104421177
274	0.6102233593
275	0.6100034865
276	0.6098041381
277	0.6095584167
278	0.6092881013
279	0.6090906288
280	0.6088316932
281	0.6085606139
282	0.6083076071
283	0.6080602232
284	0.6077693079
285	0.607554691
286	0.6072744692
287	0.6070260169
288	0.6067587963
289	0.6066113212
290	0.6063977651
291	0.6061514009
292	0.6059456539
293	0.6057113188
294	0.6054757487
295	0.6052685037
296	0.6050436273
297	0.6048118844
298	0.604592942
299	0.604408113
300	0.6041498955
301	0.6039619236
302	0.6037319352
303	0.6034858451
304	0.6032323443
305	0.6029677464
306	0.6027112722
307	0.6025138765
308	0.6023228524
309	0.6020782098
310	0.601810603
311	0.6015588747
312	0.6013432423
313	0.6011031273
314	0.600955158
315	0.6007138361
316	0.6004664895
317	0.6002515821
318	0.6000353363
319	0.599771246
320	0.5995867224
321	0.5993975676
322	0.599119228
323	0.598925424
324	0.5987126384
325	0.5984555181
326	0.5982653706
327	0.5980597786
328	0.5978011317
329	0.5976276437
330	0.5973769215
331	0.5971774499
332	0.5969522858
333	0.5967279196
334	0.5964657521
335	0.5962724219
336	0.5960972666
337	0.5959010799
338	0.5957075281
339	0.5954424072
340	0.5952032309
341	0.5949874123
342	0.5947841664
343	0.5945973714
344	0.5944296426
345	0.5941860682
346	0.5939192277
347	0.5937564746
348	0.5935280972
349	0.5933560351
350	0.593141953
351	0.5929393413
352	0.5927818295
353	0.592595016
354	0.5923530262
355	0.5921477362
356	0.5919280941
357	0.5917143441
358	0.5915184381
359	0.5913297485
360	0.5911570892
361	0.5909504773
362	0.5907689074
363	0.5905503764
364	0.5902826984
365	0.5900706796
366	0.5899059249
367	0.5896933361
368	0.5894287311
369	0.5892355624
370	0.5890631469
371	0.5888497424
372	0.5886431769
373	0.5884493351
374	0.5882710064
375	0.5880534992
376	0.5878216103
377	0.5876151857
378	0.587406269
379	0.5871951515
380	0.5870238067
381	0.5867965884
382	0.5866171776
383	0.5864584056
384	0.5862347415
385	0.5860605986
386	0.5858280959
387	0.5855977149
388	0.585395077
389	0.5851771245
390	0.5849930113
391	0.584800086
392	0.5846209318
393	0.5844349838
394	0.584243525
395	0.5840035646
396	0.5838113777
397	0.5835933205
398	0.5833612449
399	0.5831163081
400	0.582916871
401	0.5827222872
402	0.5824920377
403	0.5823364337
404	0.5821100472
405	0.5819448476
406	0.5817921286
407	0.5816328532
408	0.5814137163
409	0.5812104545
410	0.5810475789
411	0.5808413404
412	0.5806452217
413	0.5804456871
414	0.5802565109
415	0.5800861727
416	0.579901798
417	0.5796527899
418	0.5794934789
419	0.5792877157
420	0.5791007224
421	0.5789026601
422	0.5786800255
423	0.5785274581
424	0.5782930938
425	0.5781293547
426	0.577942494
427	0.5777635497
428	0.5776143982
429	0.577496901
430	0.5773160007
431	0.5771589525
432	0.5770097125
433	0.5768161993
434	0.5766372551
435	0.5764636129
436	0.5762800908
437	0.5760847771
438	0.5759056818
439	0.5757694488
440	0.5755522079
441	0.5754467127
442	0.5752816502
443	0.5751114806
444	0.5749439499
445	0.5747872127
446	0.5746422343
447	0.5744698667
448	0.5743216045
449	0.5741404716
450	0.5739334929
451	0.5737545393
452	0.57369072
453	0.5735294828
454	0.5733417099
455	0.5731793668
456	0.5730158867
457	0.5728350355
458	0.5727149432
459	0.5725183872
460	0.5723266263
461	0.5721770433
462	0.5720010527
463	0.5718355657
464	0.5716686645
465	0.5715028004
466	0.5713144305
467	0.5711723829
468	0.5709487536
469	0.5707750591
470	0.5705277708
471	0.5703425791
472	0.5701586784
473	0.5700366156
474	0.5698341569
475	0.5696328557
476	0.5694607801
477	0.5692452212
478	0.569063187
479	0.5688889076
480	0.5687329239
481	0.5685531642
482	0.5683727432
483	0.5681826656
484	0.5680007362
485	0.5678022154
486	0.5676309285
487	0.5674785443
488	0.5672474274
489	0.5670230591
490	0.5668573473
491	0.5666994105
492	0.566488072
493	0.5663345762
494	0.5661455666
495	0.5659447753
496	0.5658299477
497	0.5656178935
498	0.5654519955
499	0.5652518605
500	0.5650756923
501	0.5649182658
502	0.5647637111
503	0.5646206817
504	0.5644500128
505	0.5642804369
506	0.5640966256
507	0.5639291007
508	0.5637738109
509	0.5635660701
510	0.5634044384
511	0.5632573526
512	0.5631171723
513	0.5629891302
514	0.5628511184
515	0.5626191458
516	0.5624308976
517	0.5622801447
518	0.5621018113
519	0.5619203888
520	0.5617129087
521	0.5615542626
522	0.5614577079
523	0.5613321187
524	0.5611813759
525	0.5610224618
526	0.5608501159
527	0.560696962
528	0.5605276664
529	0.5603271195
530	0.5601606389
531	0.5600072701
532	0.5598534432
533	0.559642474
534	0.5594562578
535	0.559293658
536	0.5591150964
537	0.5589484513
538	0.558764488
539	0.5586034215
540	0.5584741336
541	0.5583330792
542	0.5581853181
543	0.5580531058
544	0.557909418
545	0.5577904134
546	0.5575919474
547	0.5574507858
548	0.5572901112
549	0.557165657
550	0.5569941709
551	0.5568486062
552	0.5566751595
553	0.5565132733
554	0.5563760129
555	0.5562260696
556	0.5560885335
557	0.5559559976
558	0.5558282979
559	0.5556876796
560	0.5555314889
561	0.5554154272
562	0.5552457405
563	0.555110917
564	0.554968103
565	0.5548364992
566	0.554668013
567	0.5545549167
568	0.5543966115
569	0.5542263351
570	0.5540937174
571	0.5539325813
572	0.5538133273
573	0.5537116643
574	0.5535491707
575	0.5534159057
576	0.5532340233
577	0.5531450541
578	0.553001146
579	0.5528656628
580	0.5527152412
581	0.5524913437
582	0.5523314064
583	0.5521474223
584	0.5519972302
585	0.5518293157
586	0.5516984838
587	0.5515330913
588	0.551368303
589	0.5512221572
590	0.5510853858
591	0.5509698898
592	0.5508351145
593	0.5507205742
594	0.5505627639
595	0.5503645119
596	0.5502279187
597	0.5500865488
598	0.5499877861
599	0.5498695055
600	0.5497225949
601	0.5495584471
602	0.5493947778
603	0.5492427313
604	0.5490925111
605	0.5489878182
606	0.5488441855
607	0.5487416679
608	0.5485874341
609	0.5484203669
610	0.5483135695
611	0.5482069239
612	0.5480335806
613	0.5478473778
614	0.5476828981
615	0.5475878892
616	0.5474363525
617	0.5473304531
618	0.54714096
619	0.5469955406
620	0.5468652633
621	0.5467125221
622	0.5466038075
623	0.5464797077
624	0.5463597167
625	0.5462435688
626	0.5460841609
627	0.5459197711
628	0.5457633784
629	0.5456082316
630	0.5454875315
631	0.5453321493
632	0.5452072762
633	0.5450533144
634	0.5448819263
635	0.5447684588
636	0.544673489
637	0.5445132683
638	0.5443787405
639	0.5442745345
640	0.5441532449
641	0.544033461
642	0.5438925828
643	0.5438003311
644	0.5436476541
645	0.5434757944
646	0.5433499891
647	0.5431777079
648	0.5430720357
649	0.5428958462
650	0.5427580957
651	0.5426303344
652	0.5424969571
653	0.5423314007
654	0.5421667003
655	0.5420124043
656	0.5418898052
657	0.5417355817
658	0.5415915777
659	0.5414495622
660	0.5413403378
661	0.5411849378
662	0.5410021322
663	0.5408308897
664	0.5406892252
665	0.5405789751
666	0.5404292895
667	0.5402771191
668	0.5401764587
669	0.5400513173
670	0.5399420191
671	0.5398130722
672	0.5396754439
673	0.5395683493
674	0.539441117
675	0.5392998268
676	0.539155314
677	0.5389980007
678	0.5388944362
679	0.5388180317
680	0.5386958339
681	0.5386030817
682	0.5384729845
683	0.5383447741
684	0.5382262071
685	0.5380988272
686	0.5379635638
687	0.5378123477
688	0.5376581765
689	0.5375154375
690	0.5373978011
691	0.5372619922
692	0.5371429719
693	0.5370036219
694	0.536880382
695	0.5367447999
696	0.5366089305
697	0.5364467278
698	0.536350442
699	0.5362462682
700	0.5361156464
701	0.5359519358
702	0.5358420937
703	0.5357279721
704	0.5355910044
705	0.5354583331
706	0.5353476955
707	0.5351930258
708	0.5350520749
709	0.5349483495
710	0.5348051606
711	0.5346893806
712	0.5345662296
713	0.5344263496
714	0.5343127488
715	0.5342061958
716	0.5340535836
717	0.5338852183
718	0.5337376692
719	0.5336375465
720	0.5335269347
721	0.5333831634
722	0.5332568001
723	0.5331516947
724	0.5330193359
725	0.5328993874
726	0.532777246
727	0.5326543693
728	0.5325274219
729	0.5323917884
730	0.5322840791
731	0.5321665346
732	0.5320250598
733	0.5318875539
734	0.5317541957
735	0.5315963387
736	0.5314492218
737	0.5312930641
738	0.5311567367
739	0.5310349501
740	0.5309460977
741	0.5308301576
742	0.5306977688
743	0.5305754586
744	0.5304612011
745	0.5303376003
746	0.5302199137
747	0.5300894171
748	0.5299303523
749	0.5297734445
750	0.5296470028
751	0.5295105853
752	0.5293441816
753	0.5291992756
754	0.5290609517
755	0.52894568
756	0.5288173556
757	0.52867466
758	0.5285340009
759	0.5283973317
760	0.5283152954
761	0.5281958827
762	0.5280892917
763	0.527946604
764	0.5278407603
765	0.5277109022
766	0.5276047043
767	0.5274929359
768	0.5273664456
769	0.5272580516
770	0.5271526513
771	0.5270443386
772	0.5269632969
773	0.5268480317
774	0.5267531032
775	0.5266375949
776	0.526550004
777	0.5264301512
778	0.5263357162
779	0.526253347
780	0.5261439104
781	0.5260100754
782	0.5259121202
783	0.5257863509
784	0.5256784698
785	0.5255571241
786	0.525440665
787	0.5253217312
788	0.5251708864
789	0.5250910142
790	0.5249533986
791	0.5248254662
792	0.5247099411
793	0.5245681234
794	0.5244391742
795	0.5242954145
796	0.5241557023
797	0.5240511206
798	0.5239439831
799	0.523851604
800	0.5237493022
801	0.5236537938
802	0.5235450683
803	0.5234386084
804	0.5233128584
805	0.5231904661
806	0.5230836185
807	0.5229883115
808	0.5228866864
809	0.5228000968
810	0.5226726768
811	0.5225579027
812	0.5224693172
813	0.5223767478
814	0.5222327589
815	0.5221258686
816	0.5220176278
817	0.5218877267
818	0.521764175
819	0.5216446303
820	0.521560244
821	0.5214578631
822	0.521371192
823	0.5212655687
824	0.5211652309
825	0.5210524271
826	0.5209609458
827	0.5208318665
828	0.5207192315
829	0.5205926479
830	0.5204601756
831	0.5203676338
832	0.5202620541
833	0.5201392684
834	0.5200278593
835	0.5198716795
836	0.5197818745
837	0.5196810854
838	0.5195460144
839	0.5194497853
840	0.5193156687
841	0.5191708513
842	0.5190713091
843	0.5189598266
844	0.5188370685
845	0.5187190666
846	0.5185989634
847	0.5184944837
848	0.518376241
849	0.5182737443
850	0.5181630144
851	0.5180665268
852	0.5179380544
853	0.517825734
854	0.517713295
855	0.5176003067
856	0.5174840302
857	0.5173691361
858	0.5172478326
859	0.5171698796
860	0.51704294
861	0.5169107074
862	0.5168182015
863	0.5167343818
864	0.516637157
865	0.5165060879
866	0.5164003225
867	0.5162964967
868	0.5161637717
869	0.5160347629
870	0.5159567141
871	0.5158505757
872	0.5157419554
873	0.5156120257
874	0.5154913494
875	0.5153931534
876	0.5153232864
877	0.5151897732
878	0.515092697
879	0.5150114433
880	0.5149103568
881	0.5148002886
882	0.5146709733
883	0.5145765332
884	0.5144821945
885	0.51436731
886	0.5142671231
887	0.5141686343
888	0.5140892162
889	0.5139794716
890	0.5138468483
891	0.5136889733
892	0.5135610807
893	0.5134445805
894	0.5133324054
895	0.5132090708
896	0.5131162158
897	0.5130014905
898	0.5128783712
899	0.5127880346
900	0.5127062946
901	0.5126133438
902	0.512534107
903	0.5124240268
904	0.5123208793
905	0.5122124636
906	0.512120861
907	0.5120409601
908	0.5119334418
909	0.5118226064
910	0.5116904832
911	0.5115744643
912	0.5114710946
913	0.5113691513
914	0.5112620978
915	0.5111498914
916	0.5110425193
917	0.5109124975
918	0.5108186931
919	0.5107144766
920	0.5106246116
921	0.510525297
922	0.5104202918
923	0.5103247403
924	0.5102065008
925	0.5101072401
926	0.5100236457
927	0.509922714
928	0.5097997293
929	0.50965259
930	0.5095529997
931	0.5094486561
932	0.5093160362
933	0.5092171484
934	0.5090993065
935	0.508989102
936	0.50890782
937	0.5088202477
938	0.5086967151
939	0.5085831148
940	0.5085090843
941	0.5084225817
942	0.5083087425
943	0.5082315089
944	0.5081491453
945	0.5080415501
946	0.5079676876
947	0.5078628138
948	0.5077619529
949	0.5076522796
950	0.5075448144
951	0.5074285914
952	0.5073310013
953	0.5072177914
954	0.5071256735
955	0.5070442487
956	0.5069588366
957	0.5068640524
958	0.5067542651
959	0.5066409838
960	0.5065047848
961	0.5063935438
962	0.5062700397
963	0.506187709
964	0.5060983658
965	0.5059939495
966	0.5058938627
967	0.5057974018
968	0.5057080512
969	0.5055871446
970	0.5054775609
971	0.5053713547
972	0.5052489285
973	0.5051545497
974	0.5050730774
975	0.5049671922
976	0.504899507
977	0.5048131633
978	0.5047006446
979	0.5045713892
980	0.5044435488
981	0.5043345546
982	0.5042309326
983	0.5041377058
984	0.5040543488
985	0.5039552011
986	0.5038484581
987	0.5037495588
988	0.5036424547
989	0.5035473862
990	0.5034649148
991	0.5033472383
992	0.5032846281
993	0.5031666222
994	0.5030456803
995	0.502966951
996	0.5028690762
997	0.5027512829
998	0.5026155703
999	0.5025087776
1000	0.5024058093
1001	0.5023070691
1002	0.502204292
1003	0.5021238974
1004	0.5020247013
1005	0.5019349694
1006	0.5018268388
1007	0.5017688845
1008	0.5016637044
1009	0.5015796851
1010	0.5014874932
1011	0.5013916771
1012	0.5013040994
1013	0.5012238079
1014	0.501116101
1015	0.5010485383
1016	0.5009768933
1017	0.5008823654
1018	0.5007630031
1019	0.5006773304
1020	0.5006170756
1021	0.5004823445
1022	0.5004013658
1023	0.5003088426
1024	0.5001656476
1025	0.5000808622
1026	0.4999687993
1027	0.4998782097
1028	0.4998012781
1029	0.4997028263
1030	0.4995940031
1031	0.4995167263
1032	0.499447656
1033	0.4993476834
1034	0.4992611143
1035	0.499166149
1036	0.4990677398
1037	0.4989598041
1038	0.4988716973
1039	0.4987669268
1040	0.4986471382
1041	0.4985501574
1042	0.4984709466
1043	0.4983745817
1044	0.4982753185
1045	0.4981881755
1046	0.4981225804
1047	0.4980418688
1048	0.497944658
1049	0.4978571306
1050	0.4978011831
1051	0.4977090619
1052	0.4976329878
1053	0.4975426455
1054	0.4974585336
1055	0.4973457067
1056	0.4972796185
1057	0.4971888944
1058	0.4971146949
1059	0.49701689
1060	0.496933528
1061	0.496821116
1062	0.4967278535
1063	0.4966049944
1064	0.4965228154
1065	0.4964506312
1066	0.4963528122
1067	0.4962664643
1068	0.4961906039
1069	0.4961104688
1070	0.4960225026
1071	0.4959384162
1072	0.4958719738
1073	0.4957807323
1074	0.4956777785
1075	0.495619998
1076	0.4955390732
1077	0.495449382
1078	0.4953648629
1079	0.4953005193
1080	0.4952136493
1081	0.4951165954
1082	0.4950410087
1083	0.4949748212
1084	0.4949249504
1085	0.4948259489
1086	0.4947498472
1087	0.494661931
1088	0.494580097
1089	0.4944940563
1090	0.4943981742
1091	0.494325427
1092	0.4942358225
1093	0.4941514466
1094	0.494054251
1095	0.4939514049
1096	0.4938575233
1097	0.4937558043
1098	0.4936757856
1099	0.4935826838
1100	0.4935064344
1101	0.49340865
1102	0.4933371961
1103	0.4932680824
1104	0.4931704036
1105	0.4930669305
1106	0.4930066633
1107	0.4929515082
1108	0.4928759361
1109	0.492794188
1110	0.4927459281
1111	0.4926850862
1112	0.4926157478
1113	0.4925488614
1114	0.4924359278
1115	0.492350577
1116	0.4922828431
1117	0.4922000749
1118	0.4921096087
1119	0.4920400151
1120	0.4919495212
1121	0.491878463
1122	0.4918251604
1123	0.4917274083
1124	0.491631103
1125	0.4915441689
1126	0.4914586636
1127	0.4913844032
1128	0.4912554317
1129	0.4911922912
1130	0.4911176781
1131	0.4910306253
1132	0.4909423073
1133	0.4908725893
1134	0.4908025558
1135	0.4907437134
1136	0.4906562083
1137	0.4905974539
1138	0.4905132557
1139	0.4904346815
1140	0.4903696851
1141	0.4902830367
1142	0.4902354201
1143	0.490135857
1144	0.4900717204
1145	0.4899771835
1146	0.4899012672
1147	0.489822974
1148	0.4897164965
1149	0.489617402
1150	0.4895607821
1151	0.4894651349
1152	0.4893825729
1153	0.4893119041
1154	0.4892279685
1155	0.4891648204
1156	0.4890738383
1157	0.4890085812
1158	0.4889379368
1159	0.4888581151
1160	0.4887773638
1161	0.4887119403
1162	0.4886139861
1163	0.4885506279
1164	0.4884568859
1165	0.4884007877
1166	0.4883192616
1167	0.4882271675
1168	0.4881341656
1169	0.4880455204
1170	0.4879237543
1171	0.4878421337
1172	0.487739563
1173	0.4876005487
1174	0.4875287544
1175	0.4874327472
1176	0.4873246997
1177	0.4872538824
1178	0.4871600343
1179	0.4870866487
1180	0.4870007854
1181	0.4869172474
1182	0.4868631174
1183	0.4867877247
1184	0.4867196659
1185	0.4866517129
1186	0.4865609755
1187	0.4864765884
1188	0.4863864762
1189	0.4863128091
1190	0.486222675
1191	0.4861558733
1192	0.486071455
1193	0.4860027748
1194	0.4859345347
1195	0.4858547306
1196	0.4857819443
1197	0.4857102589
1198	0.4856312445
1199	0.485558291
1200	0.4854897294
1201	0.4854069224
1202	0.4853267567
1203	0.4852322334
1204	0.4851601026
1205	0.4850963493
1206	0.4850069954
1207	0.4849206541
1208	0.4848399209
1209	0.4847819024
1210	0.4846821015
1211	0.4845988055
1212	0.4845466001
1213	0.4844690451
1214	0.484396939
1215	0.4843037611
1216	0.4842181044
1217	0.4841216936
1218	0.4840366883
1219	0.4839588965
1220	0.4838797969
1221	0.4837996631
1222	0.4837296142
1223	0.483646195
1224	0.4835956071
1225	0.483495723
1226	0.4834199153
1227	0.4833357624
1228	0.4832321559
1229	0.4832012959
1230	0.4831093926
1231	0.4830178642
1232	0.4829911324
1233	0.4829059481
1234	0.4828452745
1235	0.4827557268
1236	0.4826651245
1237	0.4826016834
1238	0.4825347345
1239	0.4824639899
1240	0.4823836566
1241	0.4823143698
1242	0.4822482952
1243	0.4821713851
1244	0.4821161825
1245	0.482064728
1246	0.4820224427
1247	0.4819446888
1248	0.4818619256
1249	0.4818100274
1250	0.4817227894
1251	0.4816348234
1252	0.4815635156
1253	0.4814786854
1254	0.4814140513
1255	0.4813300695
1256	0.481231168
1257	0.4811639516
1258	0.4810935461
1259	0.4810186268
1260	0.4809441549
1261	0.4808648391
1262	0.4807860122
1263	0.4807045722
1264	0.4806089159
1265	0.4805366624
1266	0.4804643786
1267	0.4803815019
1268	0.4803246255
1269	0.4802662801
1270	0.4801959543
1271	0.4801038177
1272	0.4800515197
1273	0.4799619481
1274	0.4798991352
1275	0.4798375519
1276	0.4797552702
1277	0.4796792101
1278	0.47961076
1279	0.4795281687
1280	0.4794537564
1281	0.4793839616
1282	0.4793058777
1283	0.4792548786
1284	0.4791736973
1285	0.4790997179
1286	0.4790469341
1287	0.4789791903
1288	0.4789170504
1289	0.4788839242
1290	0.4788060865
1291	0.4787353031
1292	0.47862884
1293	0.4785442055
1294	0.4784746813
1295	0.4784276141
1296	0.4783418579
1297	0.4782647317
1298	0.478183882
1299	0.4780764416
1300	0.4780147115
1301	0.4779375486
1302	0.4778745534
1303	0.4777943323
1304	0.4777278474
1305	0.4776497672
1306	0.4775845405
1307	0.4775287544
1308	0.4774584439
1309	0.4773838153
1310	0.4773306389
1311	0.4772720063
1312	0.4772119662
1313	0.4771312146
1314	0.4770461469
1315	0.4769888448
1316	0.4769117459
1317	0.4768412028
1318	0.4767712304
1319	0.4766999996
1320	0.4766197184
1321	0.4765490196
1322	0.4764884073
1323	0.4764156949
1324	0.4763435567
1325	0.4762556916
1326	0.4761880762
1327	0.4761206805
1328	0.4760532943
1329	0.4759647104
1330	0.4759175526
1331	0.475839185
1332	0.4757787329
1333	0.4756994132
1334	0.4756160909
1335	0.475539384
1336	0.4754795269
1337	0.4754409895
1338	0.4753551532
1339	0.4752879815
1340	0.4751918982
1341	0.4751359721
1342	0.4750806764
1343	0.4750047975
1344	0.4749350316
1345	0.4748799037
1346	0.4748144351
1347	0.4747347852
1348	0.4746599353
1349	0.4745975774
1350	0.4745411277
1351	0.4744673179
1352	0.4743941576
1353	0.4743303688
1354	0.4742593238
1355	0.4741827254
1356	0.4741265981
1357	0.474067909
1358	0.4739885751
1359	0.4739234967
1360	0.4738518426
1361	0.4737759274
1362	0.4737078768
1363	0.4736395227
1364	0.4735519009
1365	0.4734866273
1366	0.4734357847
1367	0.4733768838
1368	0.473289057
1369	0.4732123023
1370	0.4731385318
1371	0.4730778308
1372	0.473022079
1373	0.4729540163
1374	0.4728904386
1375	0.4728223724
1376	0.4727522925
1377	0.472676028
1378	0.4726247998
1379	0.4725632467
1380	0.4725257367
1381	0.4724736725
1382	0.4724031738
1383	0.4723304435
1384	0.4722366708
1385	0.4721768702
1386	0.4720926167
1387	0.4720128996
1388	0.4719506687
1389	0.4718655448
1390	0.4718239722
1391	0.4717667648
1392	0.4716889622
1393	0.4716105473
1394	0.4715695341
1395	0.4714980824
1396	0.4714212454
1397	0.4713566201
1398	0.4712920595
1399	0.4712851399
1400	0.4712084363
1401	0.4711423344
1402	0.4710815458
1403	0.4710276279
1404	0.4709611428
1405	0.4709033543
1406	0.4708381114
1407	0.4707902498
1408	0.4707069311
1409	0.4706385
1410	0.4705820551
1411	0.4704900754
1412	0.4704209855
1413	0.4703540962
1414	0.4702603621
1415	0.4702013158
1416	0.4701428117
1417	0.4700766965
1418	0.4700107155
1419	0.4699625645
1420	0.4699212143
1421	0.469860246
1422	0.4697938597
1423	0.4697232213
1424	0.4696674648
1425	0.4695969561
1426	0.46951199
1427	0.4694390043
1428	0.4693573734
1429	0.469310003
1430	0.4692295387
1431	0.469146559
1432	0.4690791525
1433	0.4690109753
1434	0.4689384351
1435	0.4688756108
1436	0.4688092274
1437	0.4687364922
1438	0.4686757307
1439	0.4686260606
1440	0.4685770098
1441	0.4685212815
1442	0.4684522615
1443	0.4684009782
1444	0.4683494055
1445	0.4682830758
1446	0.4682056636
1447	0.4681238933
1448	0.4680527922
1449	0.4679904578
1450	0.467912128
1451	0.4678568342
1452	0.4677683207
1453	0.4677025217
1454	0.4676380738
1455	0.4675621515
1456	0.4674746884
1457	0.4673993199
1458	0.4673261473
1459	0.4672342935
1460	0.4671476333
1461	0.4670940528
1462	0.4670394451
1463	0.4669618489
1464	0.4669079169
1465	0.466853427
1466	0.4667836615
1467	0.4667131036
1468	0.4666510483
1469	0.466597291
1470	0.4665225951
1471	0.4664744643
1472	0.4664356983
1473	0.4663795925
1474	0.4663200753
1475	0.4662681381
1476	0.4662117381
1477	0.4661408377
1478	0.466083448
1479	0.4660003792
1480	0.4659313743
1481	0.4658840611
1482	0.4658154474
1483	0.4657572757
1484	0.4656891757
1485	0.4656187742
1486	0.4655466773
1487	0.4654764732
1488	0.4654064782
1489	0.465340012
1490	0.4652790748
1491	0.4652295798
1492	0.4651699381
1493	0.4651137967
1494	0.4650543847
1495	0.4649880084
1496	0.4649141432
1497	0.4648443807
1498	0.4647936559
1499	0.4647424493
1500	0.4646833131
1501	0.4646032721
1502	0.4645531959
1503	0.464500764
1504	0.4644294861
1505	0.4643738173
1506	0.464305867
1507	0.4642255867
1508	0.464155245
1509	0.4640840416
1510	0.4640327608
1511	0.4639673929
