iter	Passed	Remaining
7639	6320	76410
7640	6321	76408
7641	6322	76407
7642	6322	76405
7643	6323	76404
7644	6324	76402
7645	6325	76401
7646	6325	76399
7647	6326	76399
7648	6327	76397
7649	6328	76395
7650	6329	76394
7651	6329	76392
7652	6330	76390
7653	6331	76389
7654	6332	76387
7655	6332	76385
7656	6333	76384
7657	6334	76384
7658	6335	76382
7659	6336	76380
7660	6336	76378
7661	6337	76376
7662	6338	76375
7663	6339	76373
7664	6339	76372
7665	6340	76370
7666	6341	76368
7667	6342	76366
7668	6342	76366
7669	6343	76365
7670	6344	76363
7671	6345	76361
7672	6346	76359
7673	6346	76358
7674	6347	76356
7675	6348	76354
7676	6348	76352
7677	6349	76350
7678	6350	76349
7679	6351	76349
7680	6352	76348
7681	6353	76347
7682	6353	76346
7683	6354	76344
7684	6355	76343
7685	6356	76341
7686	6356	76339
7687	6357	76338
7688	6358	76336
7689	6359	76336
7690	6360	76335
7691	6360	76333
7692	6361	76331
7693	6362	76329
7694	6363	76328
7695	6363	76326
7696	6364	76324
7697	6365	76323
7698	6366	76322
7699	6367	76321
7700	6367	76320
7701	6368	76318
7702	6369	76316
7703	6370	76315
7704	6370	76313
7705	6371	76311
7706	6372	76309
7707	6373	76307
7708	6373	76306
7709	6374	76305
7710	6376	76312
7711	6376	76310
7712	6377	76308
7713	6378	76305
7714	6379	76304
7715	6379	76302
7716	6380	76300
7717	6381	76299
7718	6382	76297
7719	6382	76297
7720	6383	76295
7721	6384	76294
7722	6385	76292
7723	6385	76290
7724	6386	76288
7725	6387	76287
7726	6388	76285
7727	6388	76283
7728	6389	76282
7729	6390	76280
7730	6391	76278
7731	6392	76278
7732	6392	76276
7733	6393	76274
7734	6394	76273
7735	6395	76272
7736	6395	76270
7737	6396	76268
7738	6397	76267
7739	6398	76265
7740	6398	76264
7741	6399	76263
7742	6400	76261
7743	6401	76260
7744	6402	76257
7745	6402	76256
7746	6403	76254
7747	6404	76252
7748	6404	76250
7749	6405	76248
7750	6406	76247
7751	6407	76245
7752	6408	76246
7753	6408	76244
7754	6409	76242
7755	6410	76240
7756	6411	76239
7757	6411	76237
7758	6412	76235
7759	6413	76234
7760	6414	76232
7761	6414	76230
7762	6415	76229
7763	6416	76229
7764	6417	76228
7765	6418	76226
7766	6418	76224
7767	6419	76222
7768	6420	76221
7769	6421	76219
7770	6421	76217
7771	6422	76216
7772	6424	76222
7773	6424	76221
7774	6425	76219
7775	6426	76217
7776	6427	76215
7777	6427	76213
7778	6428	76212
7779	6429	76211
7780	6430	76208
7781	6430	76207
7782	6431	76205
7783	6432	76204
7784	6433	76202
7785	6433	76200
7786	6434	76198
7787	6435	76197
7788	6436	76196
7789	6437	76195
7790	6437	76193
7791	6438	76191
7792	6439	76190
7793	6440	76188
7794	6441	76193
7795	6442	76192
7796	6442	76190
7797	6443	76188
7798	6444	76190
7799	6445	76188
7800	6446	76186
7801	6447	76185
7802	6447	76184
7803	6448	76184
7804	6449	76183
7805	6450	76181
7806	6451	76180
7807	6451	76178
7808	6452	76179
7809	6453	76176
7810	6454	76176
7811	6455	76175
7812	6455	76174
7813	6456	76172
7814	6457	76170
7815	6458	76170
7816	6458	76167
7817	6459	76166
7818	6460	76165
7819	6461	76163
7820	6462	76161
7821	6462	76160
7822	6463	76158
7823	6464	76156
7824	6465	76156
7825	6465	76154
7826	6466	76152
7827	6467	76150
7828	6468	76150
7829	6469	76150
7830	6469	76149
7831	6470	76147
7832	6471	76146
7833	6472	76144
7834	6473	76143
7835	6473	76142
7836	6474	76140
7837	6475	76138
7838	6476	76137
7839	6476	76137
7840	6477	76135
7841	6478	76134
7842	6479	76132
7843	6480	76130
7844	6480	76130
7845	6481	76128
7846	6482	76127
7847	6483	76125
7848	6483	76123
7849	6484	76122
7850	6485	76122
7851	6486	76120
7852	6486	76118
7853	6487	76116
7854	6488	76114
7855	6489	76113
7856	6490	76112
7857	6490	76110
7858	6491	76108
7859	6492	76106
7860	6493	76105
7861	6493	76104
7862	6494	76102
7863	6495	76100
7864	6496	76098
7865	6496	76097
7866	6497	76097
7867	6498	76095
7868	6499	76093
7869	6499	76092
7870	6500	76091
7871	6501	76090
7872	6502	76088
7873	6503	76086
7874	6503	76084
7875	6504	76083
7876	6505	76082
7877	6506	76081
7878	6506	76079
7879	6507	76078
7880	6508	76077
7881	6509	76076
7882	6510	76074
7883	6510	76073
7884	6511	76071
7885	6512	76069
7886	6513	76068
7887	6513	76067
7888	6514	76065
7889	6515	76064
7890	6516	76063
7891	6517	76063
7892	6518	76062
7893	6518	76060
7894	6519	76058
7895	6520	76056
7896	6521	76055
7897	6521	76054
7898	6522	76053
7899	6523	76051
7900	6524	76049
7901	6524	76047
7902	6525	76048
7903	6526	76047
7904	6527	76045
7905	6528	76043
7906	6528	76042
7907	6529	76041
7908	6530	76040
7909	6531	76038
7910	6532	76037
7911	6532	76036
7912	6533	76034
7913	6534	76034
7914	6535	76032
7915	6535	76030
7916	6536	76028
7917	6537	76027
7918	6538	76025
7919	6539	76024
7920	6539	76024
7921	6540	76022
7922	6541	76021
7923	6542	76019
7924	6543	76018
7925	6543	76017
7926	6544	76015
7927	6545	76014
7928	6546	76014
7929	6547	76013
7930	6547	76013
7931	6548	76011
7932	6550	76016
7933	6550	76015
7934	6551	76013
7935	6552	76011
7936	6553	76010
7937	6553	76008
7938	6554	76007
7939	6555	76006
7940	6556	76005
7941	6556	76003
7942	6557	76003
7943	6558	76001
7944	6559	75999
7945	6560	75997
7946	6560	75996
7947	6561	75995
7948	6562	75995
7949	6563	75994
7950	6564	75993
7951	6564	75992
7952	6565	75990
7953	6566	75989
7954	6567	75987
7955	6568	75986
7956	6568	75985
7957	6569	75983
7958	6570	75982
7959	6571	75981
7960	6572	75987
7961	6573	75985
7962	6574	75985
7963	6574	75983
7964	6575	75981
7965	6576	75980
7966	6577	75978
7967	6577	75977
7968	6578	75976
7969	6579	75975
7970	6580	75976
7971	6581	75974
7972	6582	75972
7973	6582	75971
7974	6583	75969
7975	6584	75968
7976	6585	75966
7977	6585	75964
7978	6586	75964
7979	6587	75963
7980	6588	75961
7981	6589	75959
7982	6589	75958
7983	6590	75957
7984	6591	75955
7985	6592	75953
7986	6592	75951
7987	6593	75949
7988	6594	75947
7989	6595	75946
7990	6596	75946
7991	6596	75945
7992	6597	75943
7993	6598	75941
7994	6599	75940
7995	6599	75938
7996	6600	75937
7997	6601	75935
7998	6601	75932
7999	6602	75931
8000	6603	75930
8001	6604	75929
8002	6605	75927
8003	6605	75925
8004	6606	75924
8005	6607	75922
8006	6608	75920
8007	6608	75918
8008	6609	75917
8009	6610	75917
8010	6611	75917
8011	6612	75915
8012	6612	75913
8013	6613	75911
8014	6614	75909
8015	6615	75907
8016	6615	75905
8017	6616	75904
8018	6617	75902
8019	6617	75900
8020	6618	75898
8021	6619	75899
8022	6620	75898
8023	6621	75896
8024	6621	75894
8025	6622	75893
8026	6623	75891
8027	6624	75889
8028	6624	75887
8029	6625	75885
8030	6626	75884
8031	6627	75884
8032	6628	75882
8033	6628	75881
8034	6629	75879
8035	6630	75878
8036	6631	75877
8037	6631	75875
8038	6632	75873
8039	6633	75871
8040	6634	75870
8041	6634	75868
8042	6635	75869
8043	6636	75868
8044	6637	75866
8045	6638	75865
8046	6639	75863
8047	6639	75862
8048	6640	75860
8049	6641	75858
8050	6641	75856
8051	6642	75855
8052	6643	75855
8053	6644	75853
8054	6645	75852
8055	6645	75851
8056	6646	75849
8057	6647	75848
8058	6648	75849
8059	6649	75847
8060	6649	75845
8061	6650	75844
8062	6651	75844
8063	6652	75842
8064	6653	75841
8065	6653	75840
8066	6654	75840
8067	6655	75840
8068	6656	75838
8069	6657	75836
8070	6657	75834
8071	6658	75833
8072	6659	75832
8073	6660	75831
8074	6661	75839
8075	6662	75837
8076	6663	75835
8077	6664	75834
8078	6664	75832
8079	6665	75832
8080	6666	75830
8081	6667	75828
8082	6668	75828
8083	6668	75826
8084	6669	75824
8085	6670	75822
8086	6671	75820
8087	6672	75821
8088	6672	75818
8089	6673	75817
8090	6674	75815
8091	6674	75813
8092	6675	75813
8093	6676	75812
8094	6677	75811
8095	6678	75809
8096	6679	75809
8097	6679	75808
8098	6680	75808
8099	6681	75807
8100	6682	75805
8101	6683	75803
8102	6683	75801
8103	6684	75801
8104	6685	75801
8105	6686	75799
8106	6687	75798
8107	6688	75798
8108	6688	75796
8109	6689	75794
8110	6690	75792
8111	6690	75791
8112	6691	75789
8113	6692	75788
8114	6693	75786
8115	6694	75786
8116	6694	75785
8117	6695	75783
8118	6697	75790
8119	6697	75788
8120	6698	75786
8121	6699	75784
8122	6700	75783
8123	6701	75783
8124	6701	75783
8125	6702	75781
8126	6703	75779
8127	6704	75779
8128	6705	75777
8129	6705	75775
8130	6706	75774
8131	6707	75773
8132	6708	75772
8133	6709	75773
8134	6709	75771
8135	6710	75769
8136	6711	75768
8137	6712	75767
8138	6713	75767
8139	6713	75765
8140	6714	75764
8141	6715	75763
8142	6716	75761
8143	6716	75760
8144	6717	75760
8145	6718	75758
8146	6719	75756
8147	6720	75757
8148	6721	75756
8149	6721	75754
8150	6722	75752
8151	6723	75751
8152	6724	75749
8153	6724	75749
8154	6725	75747
8155	6726	75746
8156	6727	75745
8157	6728	75744
8158	6729	75745
8159	6729	75744
8160	6730	75743
8161	6731	75742
8162	6732	75741
8163	6733	75740
8164	6733	75738
8165	6734	75738
8166	6735	75737
8167	6736	75735
8168	6737	75735
8169	6737	75734
8170	6738	75732
8171	6739	75731
8172	6740	75729
8173	6741	75728
8174	6741	75727
8175	6742	75726
8176	6743	75725
8177	6744	75724
8178	6745	75723
8179	6745	75723
8180	6746	75721
8181	6747	75720
8182	6748	75718
8183	6749	75717
8184	6749	75716
8185	6750	75716
8186	6751	75714
8187	6752	75713
8188	6753	75713
8189	6753	75711
8190	6754	75709
8191	6755	75708
8192	6756	75709
8193	6757	75709
8194	6758	75708
8195	6758	75707
8196	6759	75705
8197	6760	75703
8198	6761	75703
8199	6762	75702
8200	6762	75701
8201	6763	75699
8202	6764	75697
8203	6765	75696
8204	6765	75695
8205	6766	75695
8206	6767	75693
8207	6768	75691
8208	6769	75689
8209	6769	75687
8210	6770	75685
8211	6771	75684
8212	6772	75683
8213	6772	75682
8214	6773	75681
8215	6774	75679
8216	6775	75677
8217	6775	75676
8218	6776	75674
8219	6777	75673
8220	6778	75672
8221	6779	75672
8222	6779	75670
8223	6780	75668
8224	6781	75666
8225	6782	75665
8226	6783	75666
8227	6783	75664
8228	6784	75662
8229	6785	75661
8230	6786	75660
8231	6786	75659
8232	6787	75657
8233	6788	75655
8234	6789	75653
8235	6790	75653
8236	6790	75651
8237	6791	75649
8238	6792	75647
8239	6792	75646
8240	6793	75644
8241	6794	75643
8242	6795	75641
8243	6796	75639
8244	6796	75637
8245	6797	75635
8246	6798	75635
8247	6799	75633
8248	6799	75632
8249	6800	75630
8250	6801	75628
8251	6801	75626
8252	6802	75624
8253	6803	75622
8254	6804	75620
8255	6804	75618
8256	6805	75616
8257	6806	75615
8258	6807	75613
8259	6807	75611
8260	6808	75609
8261	6809	75607
8262	6810	75606
8263	6810	75605
8264	6811	75603
8265	6812	75601
8266	6813	75599
8267	6813	75597
8268	6814	75596
8269	6815	75594
8270	6816	75593
8271	6816	75591
8272	6818	75597
8273	6819	75596
8274	6819	75594
8275	6820	75592
8276	6821	75590
8277	6821	75588
8278	6822	75587
8279	6823	75585
8280	6824	75584
8281	6824	75582
8282	6825	75580
8283	6826	75578
8284	6827	75577
8285	6827	75576
8286	6828	75574
8287	6829	75572
8288	6830	75572
8289	6831	75570
8290	6831	75568
8291	6832	75567
8292	6833	75564
8293	6834	75563
8294	6834	75560
8295	6835	75559
8296	6836	75557
8297	6836	75555
8298	6837	75554
8299	6838	75552
8300	6839	75551
8301	6839	75549
8302	6840	75548
8303	6841	75546
8304	6842	75544
8305	6843	75544
8306	6843	75542
8307	6844	75540
8308	6845	75538
8309	6846	75543
8310	6847	75541
8311	6848	75539
8312	6848	75538
8313	6849	75537
8314	6850	75535
8315	6851	75533
8316	6851	75531
8317	6852	75530
8318	6853	75527
8319	6854	75526
8320	6854	75525
8321	6855	75523
8322	6856	75521
8323	6857	75520
8324	6857	75518
8325	6858	75516
8326	6859	75515
8327	6860	75513
8328	6860	75511
8329	6861	75509
8330	6862	75507
8331	6862	75506
8332	6863	75504
8333	6864	75502
8334	6865	75500
8335	6865	75498
8336	6866	75497
8337	6867	75495
8338	6868	75493
8339	6868	75492
8340	6869	75490
8341	6870	75488
8342	6871	75487
8343	6871	75485
8344	6872	75483
8345	6873	75482
8346	6874	75479
8347	6874	75478
8348	6876	75484
8349	6877	75482
8350	6877	75480
8351	6878	75479
8352	6879	75478
8353	6880	75476
8354	6880	75475
8355	6881	75473
8356	6882	75471
8357	6883	75469
8358	6883	75467
8359	6884	75465
8360	6885	75463
8361	6885	75461
8362	6886	75460
8363	6887	75459
8364	6888	75457
8365	6888	75455
8366	6889	75453
8367	6890	75452
8368	6891	75449
8369	6891	75448
8370	6892	75447
8371	6893	75445
8372	6894	75443
8373	6894	75441
8374	6895	75440
8375	6896	75438
8376	6897	75436
8377	6897	75434
8378	6898	75432
8379	6899	75431
8380	6900	75429
8381	6900	75427
8382	6901	75425
8383	6902	75423
8384	6902	75421
8385	6903	75420
8386	6904	75418
8387	6905	75416
8388	6905	75415
8389	6906	75413
8390	6907	75411
8391	6908	75410
8392	6908	75408
8393	6909	75406
8394	6910	75404
8395	6911	75402
8396	6911	75402
8397	6912	75400
8398	6913	75398
8399	6914	75397
8400	6914	75395
8401	6915	75394
8402	6916	75392
8403	6917	75390
8404	6917	75388
8405	6918	75386
8406	6919	75385
8407	6920	75384
8408	6920	75381
8409	6921	75379
8410	6922	75377
8411	6922	75375
8412	6923	75373
8413	6924	75372
8414	6925	75370
8415	6926	75375
8416	6927	75373
8417	6928	75372
8418	6928	75370
8419	6929	75369
8420	6930	75367
8421	6931	75365
8422	6931	75364
8423	6932	75362
8424	6933	75360
8425	6933	75358
8426	6934	75356
8427	6935	75355
8428	6936	75353
8429	6936	75352
8430	6938	75358
8431	6939	75356
8432	6939	75354
8433	6940	75353
8434	6941	75351
8435	6942	75349
8436	6942	75347
8437	6943	75345
8438	6944	75344
8439	6945	75342
8440	6945	75340
8441	6946	75339
8442	6947	75337
8443	6948	75335
8444	6948	75333
8445	6949	75331
8446	6950	75329
8447	6950	75327
8448	6951	75325
8449	6952	75324
8450	6953	75322
8451	6953	75320
8452	6954	75319
8453	6955	75317
8454	6956	75316
8455	6956	75315
8456	6957	75312
8457	6958	75311
8458	6959	75309
8459	6959	75307
8460	6960	75306
8461	6961	75305
8462	6962	75303
8463	6962	75302
8464	6963	75300
8465	6964	75299
8466	6965	75297
8467	6965	75295
8468	6966	75293
8469	6967	75291
8470	6968	75290
8471	6968	75289
8472	6969	75287
8473	6970	75285
8474	6971	75283
8475	6971	75282
8476	6972	75281
8477	6973	75279
8478	6974	75278
8479	6974	75277
8480	6975	75275
8481	6976	75273
8482	6977	75272
8483	6978	75271
8484	6978	75269
8485	6979	75267
8486	6980	75265
8487	6980	75263
8488	6981	75261
8489	6982	75259
8490	6983	75257
8491	6983	75256
8492	6984	75254
8493	6985	75253
8494	6986	75252
8495	6986	75250
8496	6987	75248
8497	6988	75246
8498	6989	75244
8499	6989	75244
8500	6990	75242
8501	6991	75240
8502	6992	75238
8503	6992	75237
8504	6993	75236
8505	6994	75236
8506	6995	75235
8507	6996	75233
8508	6997	75234
8509	6998	75239
8510	6999	75237
8511	6999	75235
8512	7000	75234
8513	7001	75233
8514	7002	75234
8515	7003	75233
8516	7004	75232
8517	7005	75232
8518	7006	75242
8519	7007	75242
8520	7008	75241
8521	7009	75240
8522	7010	75241
8523	7011	75246
8524	7012	75244
8525	7013	75243
8526	7014	75244
8527	7015	75244
8528	7015	75243
8529	7016	75241
8530	7017	75240
8531	7018	75240
8532	7019	75239
8533	7019	75238
8534	7020	75236
8535	7021	75235
8536	7022	75235
8537	7023	75235
8538	7024	75235
8539	7024	75234
8540	7025	75233
8541	7026	75235
8542	7027	75234
8543	7028	75232
8544	7029	75231
8545	7029	75230
8546	7030	75229
8547	7031	75231
8548	7032	75230
8549	7033	75230
8550	7034	75230
8551	7035	75230
8552	7036	75229
8553	7036	75228
8554	7037	75226
8555	7038	75225
8556	7039	75227
8557	7040	75227
8558	7041	75227
8559	7042	75228
8560	7043	75229
8561	7044	75228
8562	7045	75227
8563	7045	75226
8564	7046	75224
8565	7047	75223
8566	7048	75224
8567	7049	75224
8568	7050	75224
8569	7051	75224
8570	7051	75224
8571	7052	75223
8572	7053	75222
8573	7054	75221
8574	7055	75221
8575	7056	75222
8576	7057	75222
8577	7058	75223
8578	7059	75223
8579	7059	75222
8580	7060	75220
8581	7061	75221
8582	7062	75222
8583	7063	75221
8584	7064	75221
8585	7065	75220
8586	7065	75220
8587	7066	75219
8588	7067	75218
8589	7068	75217
8590	7069	75216
8591	7069	75215
8592	7070	75213
8593	7071	75213
8594	7072	75213
8595	7073	75213
8596	7074	75215
8597	7075	75221
8598	7076	75220
8599	7077	75219
8600	7078	75218
8601	7079	75218
8602	7080	75217
8603	7080	75217
8604	7081	75217
8605	7082	75217
8606	7084	75225
8607	7085	75224
8608	7086	75223
8609	7086	75222
8610	7087	75221
8611	7088	75220
8612	7089	75219
8613	7090	75219
8614	7091	75220
8615	7091	75219
8616	7093	75222
8617	7093	75221
8618	7094	75220
8619	7095	75219
8620	7096	75217
8621	7097	75216
8622	7097	75215
8623	7098	75215
8624	7099	75215
8625	7100	75214
8626	7101	75213
8627	7102	75212
8628	7102	75210
8629	7103	75209
8630	7104	75209
8631	7105	75208
8632	7106	75208
8633	7107	75212
8634	7108	75211
8635	7109	75210
8636	7109	75209
8637	7110	75207
8638	7111	75205
8639	7112	75204
8640	7112	75203
8641	7113	75203
8642	7114	75202
8643	7115	75205
8644	7117	75212
8645	7118	75213
8646	7119	75212
8647	7120	75212
8648	7120	75210
8649	7121	75209
8650	7122	75209
8651	7123	75210
8652	7124	75208
8653	7125	75207
8654	7125	75205
8655	7126	75204
8656	7127	75202
8657	7128	75200
8658	7128	75200
8659	7129	75199
8660	7130	75199
8661	7131	75200
8662	7133	75208
8663	7134	75206
8664	7134	75204
8665	7135	75204
8666	7136	75203
8667	7137	75202
8668	7138	75205
8669	7139	75207
8670	7140	75207
8671	7141	75207
8672	7142	75206
8673	7142	75205
8674	7143	75203
8675	7144	75203
8676	7145	75202
8677	7146	75201
8678	7147	75202
8679	7147	75201
8680	7148	75202
8681	7149	75201
8682	7150	75201
8683	7151	75200
8684	7152	75199
8685	7153	75199
8686	7154	75200
8687	7155	75205
8688	7156	75206
8689	7157	75205
8690	7158	75204
8691	7158	75202
8692	7159	75201
8693	7160	75200
8694	7161	75198
8695	7162	75198
8696	7163	75198
8697	7164	75200
8698	7164	75200
8699	7165	75199
8700	7166	75198
8701	7167	75198
8702	7168	75197
8703	7169	75195
8704	7169	75195
8705	7171	75199
8706	7172	75199
8707	7172	75199
8708	7173	75197
8709	7174	75196
8710	7175	75196
8711	7176	75194
8712	7177	75195
8713	7178	75195
8714	7179	75199
8715	7180	75199
8716	7181	75198
8717	7181	75197
8718	7182	75195
8719	7183	75195
8720	7184	75195
8721	7185	75194
8722	7186	75194
8723	7187	75196
8724	7188	75196
8725	7189	75204
8726	7190	75203
8727	7191	75203
8728	7192	75202
8729	7193	75202
8730	7193	75201
8731	7195	75207
8732	7196	75205
8733	7196	75204
8734	7197	75204
8735	7198	75203
8736	7199	75202
8737	7200	75203
8738	7201	75202
8739	7202	75202
8740	7203	75203
8741	7204	75203
8742	7205	75204
8743	7205	75203
8744	7206	75202
8745	7207	75200
8746	7208	75199
8747	7208	75198
8748	7215	75252
8749	7217	75267
8750	7221	75303
8751	7223	75310
8752	7226	75333
8753	7228	75344
8754	7231	75370
8755	7234	75384
8756	7235	75394
8757	7240	75437
8758	7241	75437
8759	7242	75437
8760	7243	75436
8761	7244	75435
8762	7245	75433
8763	7245	75432
8764	7247	75434
8765	7247	75433
8766	7248	75432
8767	7249	75433
8768	7250	75434
8769	7251	75436
8770	7252	75435
8771	7253	75435
8772	7254	75439
8773	7255	75442
8774	7257	75450
8775	7259	75456
8776	7260	75462
8777	7261	75462
8778	7262	75462
8779	7263	75462
8780	7264	75460
8781	7264	75460
8782	7265	75460
8783	7266	75460
8784	7267	75458
8785	7268	75457
8786	7269	75456
8787	7269	75455
8788	7270	75453
8789	7271	75451
8790	7272	75457
8791	7274	75470
8792	7276	75473
8793	7277	75477
8794	7278	75480
8795	7279	75482
8796	7280	75484
8797	7282	75489
8798	7283	75497
8799	7285	75502
8800	7286	75504
8801	7287	75506
8802	7288	75504
8803	7289	75505
8804	7290	75504
8805	7290	75503
8806	7292	75505
8807	7292	75505
8808	7293	75504
8809	7294	75503
8810	7296	75512
8811	7297	75512
8812	7298	75513
8813	7299	75514
8814	7299	75513
8815	7300	75513
8816	7301	75511
8817	7302	75510
8818	7303	75509
8819	7304	75508
8820	7304	75506
8821	7305	75506
8822	7306	75506
8823	7307	75504
8824	7308	75502
8825	7308	75502
8826	7309	75500
8827	7310	75498
8828	7311	75497
8829	7311	75496
8830	7312	75494
8831	7313	75493
8832	7314	75491
8833	7315	75490
8834	7315	75489
8835	7316	75487
8836	7317	75485
8837	7318	75484
8838	7318	75482
8839	7319	75480
8840	7320	75478
8841	7321	75477
8842	7321	75476
8843	7322	75476
8844	7323	75475
8845	7324	75473
8846	7324	75471
8847	7325	75469
8848	7326	75469
8849	7327	75468
8850	7328	75467
8851	7329	75465
8852	7329	75465
8853	7330	75463
8854	7331	75462
8855	7332	75462
8856	7333	75461
8857	7333	75459
8858	7334	75457
8859	7335	75455
8860	7336	75454
8861	7336	75452
8862	7337	75452
8863	7338	75451
8864	7339	75449
8865	7339	75447
8866	7340	75447
8867	7341	75446
8868	7342	75445
8869	7343	75444
8870	7344	75442
8871	7344	75441
8872	7345	75440
8873	7346	75441
8874	7347	75440
8875	7348	75439
8876	7348	75437
8877	7349	75436
8878	7350	75434
8879	7351	75432
8880	7352	75431
8881	7352	75429
8882	7353	75428
8883	7354	75433
8884	7355	75431
8885	7356	75430
8886	7357	75429
8887	7358	75428
8888	7358	75427
8889	7359	75427
8890	7360	75425
8891	7361	75423
8892	7362	75423
8893	7362	75422
8894	7363	75423
8895	7364	75421
8896	7365	75421
8897	7366	75420
8898	7367	75419
8899	7367	75417
8900	7368	75415
8901	7369	75415
8902	7370	75415
8903	7371	75413
8904	7371	75411
8905	7372	75410
8906	7373	75409
8907	7374	75410
8908	7375	75410
8909	7376	75410
8910	7377	75409
8911	7377	75408
8912	7378	75408
8913	7379	75408
8914	7380	75406
8915	7381	75405
8916	7382	75404
8917	7382	75402
8918	7383	75402
8919	7384	75400
8920	7385	75399
8921	7386	75399
8922	7387	75399
8923	7388	75400
8924	7388	75399
8925	7389	75398
8926	7390	75396
8927	7391	75396
8928	7392	75396
8929	7392	75394
8930	7393	75394
8931	7394	75394
8932	7396	75398
8933	7397	75406
8934	7398	75405
8935	7399	75404
8936	7400	75402
8937	7400	75400
8938	7401	75399
8939	7402	75398
8940	7403	75399
8941	7404	75398
8942	7404	75397
8943	7405	75395
8944	7407	75401
8945	7408	75401
8946	7408	75399
8947	7409	75398
8948	7410	75399
8949	7411	75399
8950	7412	75399
8951	7413	75398
8952	7414	75396
8953	7414	75395
8954	7415	75393
8955	7416	75391
8956	7417	75390
8957	7417	75388
8958	7418	75388
8959	7419	75388
8960	7420	75387
8961	7421	75387
8962	7422	75386
8963	7422	75385
8964	7423	75384
8965	7424	75383
8966	7425	75382
8967	7426	75383
8968	7427	75382
8969	7427	75380
8970	7428	75379
8971	7429	75378
8972	7430	75377
8973	7431	75378
8974	7432	75377
8975	7432	75375
8976	7433	75374
8977	7434	75375
8978	7435	75373
8979	7436	75374
8980	7437	75374
8981	7438	75374
8982	7439	75374
8983	7439	75373
8984	7440	75371
8985	7441	75369
8986	7442	75371
8987	7443	75371
8988	7444	75370
8989	7444	75368
8990	7445	75368
8991	7446	75367
8992	7447	75367
8993	7448	75365
8994	7449	75364
8995	7449	75363
8996	7450	75362
8997	7451	75364
8998	7452	75362
8999	7453	75363
9000	7454	75363
9001	7455	75362
9002	7456	75361
9003	7456	75360
9004	7457	75361
9005	7458	75360
9006	7459	75358
9007	7460	75356
9008	7460	75355
9009	7461	75354
9010	7462	75353
9011	7463	75352
9012	7464	75354
9013	7465	75356
9014	7466	75355
9015	7467	75354
9016	7467	75352
9017	7468	75352
9018	7469	75350
9019	7470	75349
9020	7471	75349
9021	7471	75347
9022	7472	75346
9023	7473	75345
9024	7474	75346
9025	7475	75347
9026	7476	75346
9027	7477	75346
9028	7478	75345
9029	7479	75345
9030	7479	75343
9031	7480	75341
9032	7481	75340
9033	7482	75339
9034	7483	75339
9035	7483	75338
9036	7484	75340
9037	7485	75339
9038	7486	75338
9039	7487	75336
9040	7488	75337
9041	7489	75336
9042	7489	75334
9043	7490	75335
9044	7491	75336
9045	7492	75336
9046	7493	75335
9047	7494	75335
9048	7495	75334
9049	7496	75333
9050	7496	75332
9051	7497	75331
9052	7498	75331
9053	7499	75333
9054	7500	75333
9055	7501	75332
9056	7502	75331
9057	7503	75330
9058	7504	75331
9059	7504	75329
9060	7505	75329
9061	7506	75331
9062	7507	75330
9063	7508	75330
9064	7509	75329
9065	7510	75328
9066	7510	75326
9067	7511	75324
9068	7512	75322
9069	7513	75320
9070	7513	75319
9071	7514	75319
9072	7515	75321
9073	7516	75321
9074	7517	75320
9075	7518	75319
9076	7519	75321
9077	7520	75321
9078	7521	75320
9079	7522	75319
9080	7522	75320
9081	7523	75318
9082	7524	75316
9083	7525	75315
9084	7526	75314
9085	7526	75313
9086	7527	75311
9087	7528	75312
9088	7529	75316
9089	7530	75316
9090	7531	75315
9091	7532	75313
9092	7533	75313
9093	7534	75313
9094	7535	75313
9095	7535	75313
9096	7536	75312
9097	7537	75310
9098	7538	75310
9099	7539	75311
9100	7540	75311
9101	7541	75311
9102	7542	75310
9103	7542	75309
9104	7543	75307
9105	7544	75306
9106	7545	75305
9107	7546	75305
9108	7547	75306
9109	7547	75304
9110	7548	75302
9111	7549	75302
9112	7550	75302
9113	7551	75300
9114	7551	75299
9115	7552	75298
9116	7553	75297
9117	7554	75298
9118	7555	75297
9119	7556	75298
9120	7557	75297
9121	7558	75297
9122	7558	75296
9123	7559	75295
9124	7560	75293
9125	7561	75292
9126	7561	75290
9127	7562	75290
9128	7564	75296
9129	7565	75295
9130	7566	75294
9131	7566	75293
9132	7567	75292
9133	7568	75294
9134	7569	75293
9135	7570	75292
9136	7571	75291
9137	7572	75294
9138	7573	75293
9139	7574	75293
9140	7574	75292
9141	7575	75291
9142	7576	75290
9143	7577	75288
9144	7578	75288
9145	7579	75290
9146	7580	75289
9147	7580	75287
9148	7581	75287
9149	7582	75286
9150	7583	75284
9151	7584	75284
9152	7584	75283
9153	7585	75283
9154	7586	75285
9155	7587	75285
9156	7588	75284
9157	7589	75284
9158	7590	75283
9159	7591	75282
9160	7591	75280
9161	7592	75280
9162	7593	75280
9163	7594	75279
9164	7595	75280
9165	7596	75279
9166	7597	75278
9167	7598	75278
9168	7598	75277
9169	7599	75278
9170	7600	75277
9171	7601	75275
9172	7602	75276
9173	7603	75277
9174	7604	75277
9175	7605	75278
9176	7606	75277
9177	7607	75276
9178	7607	75275
9179	7608	75273
9180	7609	75272
9181	7610	75272
9182	7611	75271
9183	7611	75270
9184	7612	75269
9185	7613	75268
9186	7614	75267
9187	7615	75266
9188	7615	75264
9189	7616	75263
9190	7617	75261
9191	7618	75261
9192	7619	75260
