iter	Passed	Remaining
710	647	90487
711	648	90468
712	649	90451
713	650	90439
714	651	90417
715	651	90402
716	652	90401
717	654	90433
718	654	90441
719	655	90433
720	656	90427
721	657	90434
722	658	90422
723	659	90420
724	660	90400
725	660	90381
726	661	90374
727	662	90391
728	663	90368
729	664	90349
730	665	90356
731	666	90367
732	667	90395
733	668	90380
734	669	90361
735	670	90372
736	670	90367
737	671	90346
738	672	90353
739	673	90373
740	674	90358
741	675	90350
742	676	90343
743	677	90318
744	677	90294
745	678	90276
746	679	90263
747	680	90251
748	681	90241
749	682	90268
750	682	90259
751	683	90250
752	684	90231
753	685	90217
754	686	90200
755	687	90188
756	687	90169
757	688	90187
758	689	90215
759	690	90192
760	691	90174
761	692	90155
762	693	90137
763	693	90127
764	694	90105
765	695	90079
766	696	90064
767	696	90047
768	698	90083
769	698	90073
770	699	90070
771	700	90056
772	701	90036
773	702	90016
774	702	89994
775	703	89971
776	704	89974
777	705	90004
778	706	89988
779	707	89992
780	708	89971
781	709	89964
782	709	89946
783	710	89926
784	711	89921
785	712	89906
786	713	89944
787	714	89928
788	715	89926
789	716	89921
790	716	89902
791	717	89891
792	718	89875
793	719	89856
794	719	89836
795	720	89855
796	722	89889
797	723	89883
798	723	89867
799	724	89842
800	725	89825
801	726	89808
802	726	89783
803	727	89765
804	728	89778
805	729	89814
806	730	89812
807	731	89807
808	732	89804
809	733	89786
810	734	89772
811	734	89753
812	735	89734
813	736	89744
814	737	89753
815	738	89762
816	739	89743
817	740	89739
818	740	89730
819	741	89712
820	742	89690
821	743	89671
822	744	89662
823	744	89654
824	745	89672
825	746	89658
826	747	89652
827	748	89643
828	749	89625
829	749	89605
830	750	89588
831	751	89568
832	752	89567
833	753	89577
834	754	89595
835	755	89585
836	756	89583
837	756	89571
838	757	89552
839	758	89530
840	759	89506
841	759	89495
842	761	89606
843	762	89605
844	764	89670
845	764	89651
846	765	89635
847	766	89618
848	767	89596
849	768	89586
850	768	89590
851	769	89605
852	770	89585
853	771	89581
854	772	89565
855	773	89562
856	774	89553
857	774	89536
858	775	89516
859	776	89517
860	777	89532
861	778	89540
862	779	89536
863	780	89541
864	781	89525
865	781	89510
866	782	89493
867	783	89471
868	784	89467
869	785	89470
870	786	89481
871	786	89464
872	787	89456
873	788	89443
874	789	89426
875	790	89407
876	790	89394
877	791	89381
878	792	89379
879	793	89396
880	794	89392
881	795	89387
882	796	89379
883	797	89373
884	797	89360
885	798	89350
886	799	89332
887	800	89323
888	801	89327
889	802	89336
890	803	89320
891	803	89311
892	804	89308
893	805	89287
894	806	89267
895	806	89245
896	807	89229
897	808	89226
898	809	89233
899	810	89233
900	811	89230
901	812	89235
902	812	89220
903	813	89204
904	814	89186
905	815	89168
906	815	89150
907	816	89156
908	818	89175
909	818	89168
910	819	89160
911	820	89147
912	821	89139
913	822	89135
914	822	89121
915	823	89125
916	824	89141
917	825	89137
918	826	89123
919	827	89115
920	828	89143
921	829	89129
922	830	89115
923	830	89097
924	831	89077
925	832	89069
926	833	89096
927	834	89100
928	835	89100
929	836	89100
930	837	89098
931	838	89082
932	838	89064
933	839	89052
934	840	89057
935	841	89063
936	842	89076
937	843	89064
938	844	89060
939	845	89053
940	845	89043
941	846	89025
942	847	89009
943	848	88997
944	849	89015
945	850	89023
946	850	89011
947	851	89006
948	852	88991
949	853	88981
950	854	88968
951	854	88949
952	855	88936
953	856	88922
954	857	88936
955	858	88941
956	859	88931
957	860	88928
958	860	88911
959	861	88898
960	862	88881
961	863	88866
962	863	88850
963	864	88855
964	865	88859
965	866	88849
966	867	88839
967	868	88842
968	869	88828
969	869	88811
970	870	88793
971	871	88788
972	872	88790
973	873	88801
974	874	88789
975	875	88776
976	875	88773
977	876	88765
978	877	88753
979	878	88740
980	879	88723
981	879	88707
982	880	88705
983	881	88706
984	882	88707
985	883	88689
986	884	88687
987	884	88670
988	885	88670
989	886	88656
990	887	88644
991	888	88629
992	888	88630
993	890	88708
994	891	88697
995	892	88704
996	893	88693
997	893	88684
998	894	88669
999	895	88653
1000	896	88648
1001	897	88657
1002	898	88650
1003	898	88637
1004	899	88626
1005	900	88617
1006	901	88604
1007	902	88586
1008	902	88570
1009	903	88559
1010	904	88570
1011	905	88590
1012	906	88591
1013	907	88590
1014	908	88593
1015	909	88578
1016	909	88566
1017	910	88553
1018	911	88540
1019	912	88534
1020	913	88569
1021	914	88562
1022	915	88548
1023	916	88548
1024	916	88544
1025	917	88533
1026	918	88522
1027	919	88510
1028	920	88528
1029	921	88540
1030	922	88526
1031	922	88512
1032	923	88512
1033	924	88500
1034	925	88484
1035	926	88476
1036	926	88461
1037	927	88447
1038	928	88441
1039	929	88444
1040	930	88445
1041	931	88430
1042	932	88430
1043	932	88420
1044	933	88403
1045	934	88385
1046	935	88373
1047	935	88363
1048	936	88351
1049	937	88342
1050	938	88346
1051	939	88332
1052	939	88325
1053	940	88312
1054	941	88298
1055	942	88286
1056	943	88273
1057	943	88259
1058	944	88261
1059	945	88279
1060	946	88274
1061	947	88264
1062	948	88258
1063	948	88241
1064	949	88223
1065	950	88207
1066	951	88190
1067	951	88179
1068	952	88176
1069	953	88176
1070	954	88181
1071	955	88175
1072	956	88177
1073	957	88173
1074	958	88163
1075	958	88148
1076	959	88132
1077	960	88121
1078	961	88123
1079	962	88141
1080	963	88130
1081	963	88121
1082	964	88116
1083	965	88109
1084	966	88095
1085	967	88081
1086	968	88088
1087	969	88101
1088	970	88103
1089	970	88088
1090	971	88079
1091	972	88075
1092	973	88063
1093	973	88050
1094	974	88051
1095	975	88038
1096	976	88024
1097	977	88026
1098	978	88100
1099	979	88094
1100	980	88092
1101	981	88090
1102	982	88082
1103	983	88069
1104	983	88056
1105	984	88051
1106	985	88043
1107	986	88042
1108	987	88045
1109	988	88036
1110	988	88024
1111	989	88011
1112	990	88019
1113	991	88048
1114	992	88032
1115	993	88030
1116	994	88020
1117	995	88009
1118	995	87994
1119	996	87983
1120	997	87970
1121	998	87980
1122	999	87997
1123	1000	87997
1124	1001	87989
1125	1002	87993
1126	1002	87983
1127	1003	87974
1128	1004	87958
1129	1005	87953
1130	1006	87960
1131	1007	87985
1132	1008	88044
1133	1009	88040
1134	1010	88031
1135	1011	88023
1136	1012	88010
1137	1012	88001
1138	1014	88016
1139	1015	88043
1140	1016	88030
1141	1016	88028
1142	1017	88020
1143	1018	88009
1144	1019	87994
1145	1020	87989
1146	1020	87978
1147	1021	87963
1148	1022	87977
1149	1023	88003
1150	1024	87994
1151	1025	88001
1152	1026	87995
1153	1027	87982
1154	1027	87967
1155	1028	87956
1156	1029	87942
1157	1030	87948
1158	1031	87963
1159	1032	87957
1160	1033	87943
1161	1033	87936
1162	1034	87924
1163	1035	87925
1164	1036	87914
1165	1036	87899
1166	1037	87884
1167	1038	87902
1168	1039	87919
1169	1040	87904
1170	1041	87894
1171	1042	87892
1172	1043	87878
1173	1043	87866
1174	1044	87852
1175	1045	87837
1176	1046	87826
1177	1046	87827
1178	1047	87838
1179	1048	87836
1180	1049	87836
1181	1050	87830
1182	1051	87820
1183	1052	87809
1184	1052	87794
1185	1053	87782
1186	1054	87778
1187	1055	87777
1188	1056	87790
1189	1057	87781
1190	1058	87776
1191	1058	87779
1192	1059	87766
1193	1060	87753
1194	1061	87744
1195	1062	87741
1196	1063	87744
1197	1064	87793
1198	1065	87792
1199	1066	87795
1200	1067	87788
1201	1067	87780
1202	1068	87766
1203	1069	87754
1204	1070	87746
1205	1071	87744
1206	1072	87805
1207	1073	87797
1208	1074	87793
1209	1075	87782
1210	1075	87768
1211	1076	87753
1212	1077	87742
1213	1078	87733
1214	1079	87790
1215	1080	87787
1216	1081	87792
1217	1082	87796
1218	1083	87786
1219	1084	87782
1220	1084	87771
1221	1085	87757
1222	1086	87752
1223	1087	87755
1224	1088	87755
1225	1089	87745
1226	1090	87745
1227	1090	87735
1228	1091	87723
1229	1092	87695
1230	1092	87680
1231	1093	87683
1232	1094	87659
1233	1095	87663
1234	1096	87655
1235	1096	87644
1236	1097	87643
1237	1098	87641
1238	1099	87631
1239	1100	87623
1240	1100	87612
1241	1101	87602
1242	1102	87602
1243	1103	87604
1244	1104	87617
1245	1105	87605
1246	1106	87597
1247	1106	87591
1248	1107	87580
1249	1108	87569
1250	1109	87558
1251	1109	87544
1252	1110	87545
1253	1111	87548
1254	1112	87551
1255	1113	87546
1256	1114	87552
1257	1115	87540
1258	1116	87531
1259	1116	87519
1260	1117	87508
1261	1118	87503
1262	1119	87512
1263	1120	87511
1264	1121	87500
1265	1121	87486
1266	1122	87479
1267	1123	87465
1268	1124	87451
1269	1124	87437
1270	1125	87428
1271	1126	87429
1272	1127	87417
1273	1128	87414
1274	1128	87402
1275	1129	87394
1276	1130	87387
1277	1131	87376
1278	1131	87367
1279	1132	87357
1280	1133	87346
1281	1134	87334
1282	1134	87327
1283	1135	87323
1284	1136	87322
1285	1137	87308
1286	1138	87298
1287	1138	87283
1288	1139	87272
1289	1140	87248
1290	1140	87234
1291	1141	87221
1292	1142	87213
1293	1143	87203
1294	1144	87196
1295	1144	87185
1296	1145	87173
1297	1146	87161
1298	1147	87153
1299	1147	87141
1300	1148	87127
1301	1149	87116
1302	1149	87104
1303	1150	87098
1304	1151	87093
1305	1152	87078
1306	1153	87067
1307	1153	87053
1308	1154	87046
1309	1155	87037
1310	1156	87030
1311	1156	87018
1312	1157	87004
1313	1158	86991
1314	1159	86996
1315	1160	86987
1316	1160	86975
1317	1161	86962
1318	1162	86952
1319	1162	86942
1320	1163	86940
1321	1164	86933
1322	1165	86922
1323	1166	86910
1324	1166	86900
1325	1167	86891
1326	1168	86885
1327	1169	86887
1328	1170	86878
1329	1170	86869
1330	1171	86879
1331	1172	86883
1332	1173	86870
1333	1174	86859
1334	1175	86858
1335	1176	86866
1336	1177	86861
1337	1177	86851
1338	1178	86838
1339	1179	86830
1340	1180	86830
1341	1181	86838
1342	1182	86832
1343	1182	86821
1344	1183	86821
1345	1184	86830
1346	1185	86822
1347	1186	86812
1348	1187	86846
1349	1188	86839
1350	1189	86842
1351	1190	86842
1352	1191	86835
1353	1191	86833
1354	1192	86834
1355	1193	86829
1356	1194	86820
1357	1195	86815
1358	1195	86806
1359	1196	86814
1360	1197	86817
1361	1198	86808
1362	1199	86804
1363	1200	86827
1364	1201	86820
1365	1202	86810
1366	1203	86800
1367	1203	86789
1368	1204	86779
1369	1205	86776
1370	1206	86768
1371	1207	86785
1372	1208	86784
1373	1209	86785
1374	1209	86777
1375	1210	86768
1376	1211	86758
1377	1212	86748
1378	1212	86744
1379	1213	86749
1380	1214	86747
1381	1215	86738
1382	1216	86741
1383	1217	86730
1384	1218	86728
1385	1218	86726
1386	1219	86721
1387	1220	86715
1388	1221	86714
1389	1222	86718
1390	1223	86717
1391	1224	86712
1392	1224	86710
1393	1225	86707
1394	1226	86700
1395	1227	86696
1396	1228	86686
1397	1228	86678
1398	1230	86733
1399	1231	86708
1400	1232	86715
1401	1232	86712
1402	1233	86704
1403	1234	86698
1404	1235	86685
1405	1236	86683
1406	1236	86676
1407	1237	86679
1408	1238	86673
1409	1239	86681
1410	1240	86696
1411	1241	86708
1412	1242	86715
1413	1243	86709
1414	1244	86701
1415	1245	86696
1416	1246	86694
1417	1246	86688
1418	1247	86694
1419	1248	86701
1420	1250	86717
1421	1250	86722
1422	1251	86724
1423	1252	86720
1424	1253	86718
1425	1254	86710
1426	1255	86715
1427	1256	86730
1428	1257	86737
1429	1258	86736
1430	1259	86734
1431	1259	86725
1432	1260	86726
1433	1261	86725
1434	1262	86714
1435	1263	86722
1436	1264	86731
1437	1265	86733
1438	1266	86727
1439	1266	86718
1440	1267	86714
1441	1268	86703
1442	1269	86694
1443	1270	86682
1444	1270	86673
1445	1271	86680
1446	1272	86687
1447	1273	86679
1448	1274	86675
1449	1275	86671
1450	1276	86663
1451	1277	86673
1452	1277	86663
1453	1278	86663
1454	1279	86662
1455	1280	86656
1456	1281	86652
1457	1282	86651
1458	1282	86644
1459	1283	86635
1460	1284	86624
1461	1285	86616
1462	1285	86609
1463	1286	86605
1464	1287	86604
1465	1288	86601
1466	1289	86598
1467	1290	86606
1468	1291	86602
1469	1291	86595
1470	1292	86596
1471	1293	86602
1472	1294	86606
1473	1295	86612
1474	1296	86631
1475	1297	86633
1476	1298	86629
1477	1299	86622
1478	1300	86618
1479	1301	86614
1480	1302	86652
1481	1303	86655
1482	1304	86670
1483	1305	86668
1484	1306	86659
1485	1307	86653
1486	1307	86646
1487	1308	86649
1488	1309	86648
1489	1310	86641
1490	1311	86649
1491	1312	86673
1492	1313	86666
1493	1314	86659
1494	1315	86654
1495	1315	86647
1496	1316	86640
1497	1317	86631
1498	1318	86623
1499	1319	86621
1500	1319	86621
1501	1320	86616
1502	1321	86607
1503	1322	86598
1504	1323	86589
1505	1323	86580
1506	1324	86572
1507	1325	86562
1508	1326	86560
1509	1327	86584
1510	1328	86580
1511	1329	86572
1512	1329	86563
1513	1330	86561
1514	1331	86555
1515	1332	86553
1516	1333	86543
1517	1333	86533
1518	1334	86524
1519	1335	86528
1520	1336	86542
1521	1337	86537
1522	1338	86531
1523	1339	86528
1524	1339	86522
1525	1340	86525
1526	1341	86518
1527	1342	86506
1528	1343	86510
1529	1344	86519
1530	1345	86520
1531	1346	86519
1532	1347	86521
1533	1347	86515
1534	1348	86508
1535	1349	86501
1536	1350	86495
1537	1351	86504
1538	1352	86517
1539	1353	86519
1540	1354	86513
1541	1354	86515
1542	1356	86564
1543	1357	86559
1544	1358	86552
1545	1359	86547
1546	1360	86556
1547	1360	86549
1548	1361	86551
1549	1362	86550
1550	1363	86541
1551	1364	86531
1552	1364	86519
1553	1365	86512
1554	1366	86505
1555	1367	86509
1556	1368	86510
1557	1369	86507
1558	1369	86497
1559	1370	86495
1560	1371	86497
1561	1372	86502
1562	1373	86493
1563	1374	86487
1564	1375	86494
1565	1376	86497
1566	1376	86491
1567	1377	86482
1568	1378	86479
1569	1379	86472
1570	1380	86466
1571	1380	86462
1572	1381	86460
1573	1382	86462
1574	1383	86464
1575	1384	86459
1576	1385	86450
1577	1386	86448
1578	1386	86439
1579	1387	86437
1580	1388	86429
1581	1389	86427
1582	1390	86424
1583	1390	86417
1584	1392	86436
1585	1393	86472
1586	1394	86470
1587	1395	86471
1588	1396	86470
1589	1397	86465
1590	1397	86457
1591	1398	86451
1592	1399	86452
1593	1400	86448
1594	1401	86449
1595	1402	86444
1596	1402	86437
1597	1403	86432
1598	1404	86432
1599	1405	86427
1600	1406	86416
1601	1406	86408
1602	1407	86425
1603	1408	86430
1604	1409	86427
1605	1410	86420
1606	1411	86411
1607	1412	86401
1608	1412	86392
1609	1413	86385
1610	1414	86377
1611	1415	86373
1612	1416	86377
1613	1416	86369
1614	1417	86368
1615	1418	86369
1616	1419	86363
1617	1420	86356
1618	1421	86351
1619	1421	86347
1620	1422	86343
1621	1423	86346
1622	1424	86344
1623	1425	86339
1624	1426	86328
1625	1426	86327
1626	1427	86323
1627	1428	86329
1628	1429	86324
1629	1430	86315
1630	1431	86309
1631	1431	86313
1632	1432	86319
1633	1434	86359
1634	1435	86355
1635	1436	86353
1636	1437	86357
1637	1438	86363
1638	1439	86360
1639	1439	86358
1640	1440	86354
1641	1441	86347
1642	1442	86340
1643	1443	86336
1644	1443	86329
1645	1444	86322
1646	1445	86319
1647	1446	86316
1648	1447	86323
1649	1448	86322
1650	1449	86323
1651	1449	86319
1652	1450	86324
1653	1451	86323
1654	1452	86318
1655	1453	86312
1656	1454	86308
1657	1455	86308
1658	1456	86327
1659	1457	86332
1660	1458	86332
1661	1459	86328
1662	1459	86322
1663	1460	86317
1664	1461	86311
1665	1462	86308
1666	1463	86302
1667	1463	86294
1668	1464	86285
1669	1465	86278
1670	1466	86288
1671	1467	86301
1672	1468	86279
1673	1468	86276
1674	1469	86269
1675	1470	86265
1676	1471	86265
1677	1472	86272
1678	1473	86271
1679	1474	86273
1680	1475	86273
1681	1475	86266
1682	1476	86265
1683	1477	86256
1684	1478	86253
1685	1479	86257
1686	1480	86253
1687	1480	86251
1688	1481	86250
1689	1482	86261
1690	1483	86263
1691	1484	86257
1692	1485	86255
1693	1486	86249
1694	1487	86247
1695	1487	86246
1696	1488	86238
1697	1489	86231
1698	1490	86226
1699	1491	86220
1700	1491	86212
1701	1492	86204
1702	1493	86208
1703	1494	86217
1704	1495	86212
1705	1496	86211
1706	1497	86204
1707	1497	86205
1708	1499	86221
1709	1500	86220
1710	1500	86213
1711	1501	86214
1712	1502	86208
1713	1503	86210
1714	1504	86231
1715	1505	86239
1716	1506	86249
1717	1507	86242
1718	1508	86233
1719	1509	86232
1720	1509	86227
1721	1510	86227
1722	1511	86216
1723	1513	86250
1724	1513	86244
1725	1514	86236
1726	1515	86229
1727	1515	86210
1728	1516	86212
1729	1517	86214
1730	1518	86210
1731	1519	86215
1732	1520	86228
1733	1521	86231
1734	1522	86225
1735	1523	86224
1736	1524	86217
1737	1524	86216
1738	1525	86208
1739	1526	86199
1740	1527	86196
1741	1528	86196
1742	1528	86189
1743	1529	86183
1744	1530	86187
1745	1531	86182
1746	1532	86177
1747	1533	86175
1748	1533	86172
1749	1534	86169
1750	1535	86170
1751	1536	86175
1752	1537	86180
1753	1538	86179
1754	1539	86170
1755	1540	86162
1756	1540	86159
1757	1541	86153
1758	1542	86152
1759	1543	86158
1760	1544	86169
1761	1545	86165
1762	1546	86159
1763	1547	86162
1764	1547	86155
1765	1548	86147
1766	1549	86148
1767	1550	86142
1768	1551	86144
1769	1552	86150
1770	1553	86147
1771	1554	86166
1772	1555	86164
1773	1555	86154
1774	1556	86146
1775	1557	86137
1776	1558	86135
1777	1559	86142
1778	1560	86155
1779	1561	86156
1780	1562	86153
1781	1562	86147
1782	1563	86142
1783	1564	86135
1784	1565	86138
1785	1566	86131
1786	1567	86130
1787	1568	86132
